subj,date,beeps,activity,gm,gmd_by,sitco,partner
ID6,1/13/2015,1,sitco,NA,NA,"ID9, ID20","ID9, ID20"
ID1,1/13/2015,5,F/sitco,NA,NA,ID20,ID20
ID1,1/13/2015,7,M,NA,NA,NA,NA
ID1,1/13/2015,4,sitco,NA,NA,ID20,ID20
ID1,1/13/2015,6,F/sitco,NA,NA,ID20,ID20
ID1,1/13/2015,5,F/sitco,NA,NA,ID20,ID20
ID1,1/13/2015,3,F/sitco,NA,NA,ID20,ID20
ID12,1/13/2015,4,F,NA,NA,NA,NA
ID12,1/13/2015,3,ssitco,NA,NA,ID36,ID36
ID12,1/13/2015,6,F,NA,NA,NA,NA
ID12,1/13/2015,1,M,NA,NA,NA,NA
ID12,1/13/2015,3,gm,ID38,NA,NA,ID38
ID12,1/13/2015,1,ssitco,NA,NA,ID36,ID36
ID12,1/13/2015,1,gm/ssitco,ID38,NA,ID36,"ID38, ID36"
ID12,1/13/2015,1,gm/sitco,ID38,NA,ID36,"ID38, ID36"
ID12,1/13/2015,9,gm,ID38,NA,NA,ID38
ID12,1/13/2015,1,R,NA,NA,NA,NA
ID10,1/13/2015,10,F,NA,NA,NA,NA
ID10,1/13/2015,10,M,NA,NA,NA,NA
ID10,1/13/2015,3,F,NA,NA,NA,NA
ID10,1/13/2015,6,R,NA,NA,NA,NA
ID10,1/13/2015,1,F,NA,NA,NA,NA
ID3,1/13/2015,3,F,NA,NA,NA,NA
ID3,1/13/2015,9,M,NA,NA,NA,NA
ID3,1/13/2015,8,F,NA,NA,NA,NA
ID3,1/13/2015,5,R,NA,NA,NA,NA
ID3,1/13/2015,2,ssitco,NA,NA,ID23,ID23
ID3,1/13/2015,3,F,NA,NA,NA,NA
ID4,1/13/2015,1,M,NA,NA,NA,NA
ID4,1/13/2015,29,F,NA,NA,NA,NA
ID16,1/13/2015,4,F,NA,NA,NA,NA
ID16,1/13/2015,5,M,NA,NA,NA,NA
ID16,1/13/2015,5,F,NA,NA,NA,NA
ID16,1/13/2015,3,F,NA,NA,NA,NA
ID16,1/13/2015,13,F,NA,NA,NA,NA
ID18,1/13/2015,3,ssitco,NA,NA,ID37,ID37
ID18,1/13/2015,12,sitco,NA,NA,ID37,ID37
ID18,1/13/2015,4,M,NA,NA,NA,NA
ID18,1/13/2015,8,F/sitco,NA,NA,ID37,ID37
ID18,1/13/2015,2,F/sitco,NA,NA,ID37,ID37
ID18,1/13/2015,1,F/sitco,NA,NA,ID37,ID37
ID17,1/13/2015,22,R,NA,NA,NA,NA
ID17,1/13/2015,5,F,NA,NA,NA,NA
ID17,1/13/2015,3,M,NA,NA,NA,NA
ID2,1/13/2015,19,R,NA,NA,NA,NA
ID2,1/13/2015,4,F,NA,NA,NA,NA
ID2,1/13/2015,6,gm,ID39,NA,NA,ID39
ID2,1/13/2015,1,M,NA,NA,NA,NA
ID14,1/13/2015,7,R,NA,NA,NA,NA
ID14,1/13/2015,7,M,NA,NA,NA,NA
ID14,1/13/2015,2,F,NA,NA,NA,NA
ID14,1/13/2015,1,F,NA,NA,NA,NA
ID14,1/13/2015,3,F,NA,NA,NA,NA
ID18,1/14/2015,30,sitco,NA,NA,ID37,ID37
ID13,1/14/2015,22,R,NA,NA,NA,NA
ID13,1/14/2015,4,F,NA,NA,NA,NA
ID13,1/14/2015,3,M,NA,NA,NA,NA
ID13,1/14/2015,1,F,NA,NA,NA,NA
ID8,1/14/2015,8,F,NA,NA,NA,NA
ID8,1/14/2015,2,R,NA,NA,NA,NA
ID8,1/14/2015,2,M,NA,NA,NA,NA
ID8,1/14/2015,12,R,NA,NA,NA,NA
ID8,1/14/2015,2,F,NA,NA,NA,NA
ID8,1/14/2015,2,F,NA,NA,NA,NA
ID8,1/14/2015,1,F,NA,NA,NA,NA
ID8,1/14/2015,1,ssitco,NA,NA,ID27,ID27
ID5,1/15/2015,2,F,NA,NA,NA,NA
ID5,1/15/2015,9,M,NA,NA,NA,NA
ID5,1/15/2015,12,R,NA,NA,NA,NA
ID5,1/15/2015,7,F,NA,NA,NA,NA
ID13,1/15/2015,12,R,NA,NA,NA,NA
ID13,1/15/2015,4,gm,ID7,NA,NA,ID7
ID13,1/15/2015,6,gmd,NA,ID7,NA,ID7
ID13,1/15/2015,3,M,NA,NA,NA,NA
ID13,1/15/2015,2,R,NA,NA,NA,NA
ID13,1/15/2015,3,F,NA,NA,NA,NA
ID7,1/15/2015,4,F,NA,NA,NA,NA
ID7,1/15/2015,4,F,NA,NA,NA,NA
ID7,1/15/2015,2,M,NA,NA,NA,NA
ID7,1/15/2015,14,R,NA,NA,NA,NA
ID7,1/15/2015,6,F,NA,NA,NA,NA
ID10,1/15/2015,24,R,NA,NA,NA,NA
ID10,1/15/2015,4,M,NA,NA,NA,NA
ID10,1/15/2015,1,F,NA,NA,NA,NA
ID10,1/15/2015,1,F,NA,NA,NA,NA
ID6,1/15/2015,2,F,NA,NA,NA,NA
ID6,1/15/2015,5,F,NA,NA,NA,NA
ID6,1/15/2015,3,F,NA,NA,NA,NA
ID6,1/15/2015,4,M,NA,NA,NA,NA
ID6,1/15/2015,9,R,NA,NA,NA,NA
ID6,1/15/2015,3,F,NA,NA,NA,NA
ID6,1/15/2015,4,F,NA,NA,NA,NA
ID14,1/15/2015,19,R,NA,NA,NA,NA
ID14,1/15/2015,6,M,NA,NA,NA,NA
ID14,1/15/2015,4,F,NA,NA,NA,NA
ID14,1/15/2015,1,F,NA,NA,NA,NA
ID9,1/15/2015,30,R,NA,NA,NA,NA
ID16,1/15/2015,11,gm,ID28,NA,NA,ID28
ID16,1/15/2015,5,gmd,NA,ID28,NA,ID28
ID16,1/15/2015,2,R,NA,NA,NA,NA
ID16,1/15/2015,12,R,NA,NA,NA,NA
ID15,1/15/2015,19,R,NA,NA,NA,NA
ID15,1/15/2015,5,M,NA,NA,NA,NA
ID15,1/15/2015,2,F,NA,NA,NA,NA
ID15,1/15/2015,4,F,NA,NA,NA,NA
ID4,1/15/2015,7,M,NA,NA,NA,NA
ID4,1/15/2015,10,R,NA,NA,NA,NA
ID4,1/15/2015,4,F,NA,NA,NA,NA
ID4,1/15/2015,5,gmd,NA,ID3,NA,ID3
ID4,1/15/2015,4,gm,ID3,NA,NA,ID3
ID18,1/16/2015,5,sitco,NA,NA,ID37,ID37
ID18,1/16/2015,19,sitco,NA,NA,ID37,ID37
ID18,1/16/2015,5,F,NA,NA,NA,NA
ID18,1/16/2015,1,F,NA,NA,NA,NA
ID16,1/16/2015,8,F,NA,NA,NA,NA
ID16,1/16/2015,3,M,NA,NA,NA,NA
ID16,1/16/2015,1,sitco,NA,NA,ID1,ID1
ID16,1/16/2015,1,ssitco,NA,NA,ID29,ID29
ID16,1/16/2015,1,gm,ID29,NA,NA,ID29
ID16,1/16/2015,2,gm,ID1,NA,NA,ID1
ID16,1/16/2015,1,gmd,NA,ID3,NA,ID3
ID16,1/16/2015,13,R,NA,NA,NA,NA
ID1,1/16/2015,12,sitco,NA,NA,ID20,ID20
ID1,1/16/2015,2,sitco,NA,NA,"ID20, ID23","ID20, ID23"
ID1,1/16/2015,2,gmd/sitco,NA,ID8,"ID20, ID23","ID8, ID20, ID23"
ID1,1/16/2015,3,gmd/sitco,NA,"ID8, ID23",ID20,"ID8, ID23, ID20"
ID1,1/16/2015,1,gmd/sitco,NA,ID23,"ID8, ID20","ID23, ID8, ID20"
ID1,1/16/2015,1,sitco,NA,NA,ID20,ID20
ID1,1/16/2015,2,gmd/sitco,NA,ID3,ID20,"ID3, ID20"
ID1,1/16/2015,5,sitco,NA,NA,"ID20, ID3","ID20, ID3"
ID1,1/16/2015,2,sitco,NA,NA,"ID49, ID20","ID49, ID20"
ID12,1/17/2015,8,R,NA,NA,NA,NA
ID12,1/17/2015,1,F,NA,NA,NA,NA
ID12,1/17/2015,3,M,NA,NA,NA,NA
ID12,1/17/2015,7,gmd,NA,ID9,NA,ID9
ID12,1/17/2015,3,gm,ID9,NA,NA,ID9
ID12,1/17/2015,2,ssitco,NA,NA,ID36,ID36
ID12,1/17/2015,3,gm,ID36,NA,NA,ID36
ID12,1/17/2015,2,sitco,NA,NA,ID36,ID36
ID12,1/17/2015,1,F,NA,NA,NA,NA
ID5,1/17/2015,5,M,NA,NA,NA,NA
ID5,1/17/2015,18,R,NA,NA,NA,NA
ID5,1/17/2015,4,F,NA,NA,NA,NA
ID5,1/17/2015,2,F,NA,NA,NA,NA
ID5,1/17/2015,1,F,NA,NA,NA,NA
ID2,1/17/2015,30,R,NA,NA,NA,NA
ID10,1/17/2015,6,M,NA,NA,NA,NA
ID10,1/17/2015,21,R,NA,NA,NA,NA
ID10,1/17/2015,3,F,NA,NA,NA,NA
ID17,1/17/2015,4,M,NA,NA,NA,NA
ID17,1/17/2015,10,R,NA,NA,NA,NA
ID17,1/17/2015,5,gm,ID4,NA,NA,ID4
ID17,1/17/2015,8,gmd,NA,ID4,NA,ID4
ID17,1/17/2015,3,sitco,NA,NA,ID4,ID4
ID7,1/17/2015,6,M,NA,NA,NA,NA
ID7,1/17/2015,11,R,NA,NA,NA,NA
ID7,1/17/2015,3,F,NA,NA,NA,NA
ID7,1/17/2015,2,gmd,NA,ID9,NA,ID9
ID7,1/17/2015,4,gm,ID35,NA,NA,ID35
ID7,1/17/2015,1,gmd,NA,ID35,NA,ID35
ID7,1/17/2015,3,sitco,NA,NA,ID35,ID35
ID15,1/17/2015,10,gm,ID40,NA,NA,ID40
ID15,1/17/2015,1,sitco,NA,NA,ID41,ID41
ID15,1/17/2015,10,gm,ID41,NA,NA,ID41
ID15,1/17/2015,4,sitco,NA,NA,ID41,ID41
ID15,1/17/2015,2,gmd,NA,ID41,NA,ID41
ID15,1/17/2015,3,R,NA,NA,NA,NA
ID6,1/17/2015,6,gm,ID21,NA,NA,ID21
ID6,1/17/2015,4,sitco/ssitco,NA,NA,"ID21, ID20","ID21, ID20"
ID6,1/17/2015,14,gm/sitco,ID20,NA,ID21,"ID20, ID21"
ID6,1/17/2015,6,sitco,NA,NA,"ID21, ID20","ID21, ID20"
ID9,1/17/2015,18,R,NA,NA,NA,NA
ID9,1/17/2015,5,M,NA,NA,NA,NA
ID9,1/17/2015,2,F,NA,NA,NA,NA
ID9,1/17/2015,2,F,NA,NA,NA,NA
ID9,1/17/2015,3,F,NA,NA,NA,NA
ID13,1/17/2015,15,gmd,NA,ID34,NA,ID34
ID13,1/17/2015,14,gm,ID34,NA,NA,ID34
ID13,1/17/2015,1,sitco,NA,NA,ID34,ID34
ID4,1/17/2015,8,R,NA,NA,NA,NA
ID4,1/17/2015,4,M,NA,NA,NA,NA
ID4,1/17/2015,14,F,NA,NA,NA,NA
ID4,1/17/2015,4,F,NA,NA,NA,NA
ID4,1/18/2015,24,R,NA,NA,NA,NA
ID4,1/18/2015,3,M,NA,NA,NA,NA
ID4,1/18/2015,3,gm,ID22,NA,NA,ID22
ID12,1/18/2015,14,gm,ID25,NA,NA,ID25
ID12,1/18/2015,10,gmd,NA,ID25,NA,ID25
ID12,1/18/2015,2,gmd,NA,ID25,NA,ID25
ID12,1/18/2015,1,gmd,NA,"ID28, ID25",NA,"ID28, ID25"
ID12,1/18/2015,2,gm,ID25,NA,NA,ID25
ID12,1/18/2015,1,R,NA,NA,NA,NA
ID16,1/18/2015,15,R,NA,NA,NA,NA
ID16,1/18/2015,4,gm,ID42,NA,NA,ID42
ID16,1/18/2015,5,gmd,NA,ID42,NA,ID42
ID16,1/18/2015,3,sitco,NA,NA,ID42,ID42
ID16,1/18/2015,3,gmd,NA,ID3,NA,ID3
ID14,1/18/2015,19,R,NA,NA,NA,NA
ID14,1/18/2015,4,F,NA,NA,NA,NA
ID14,1/18/2015,5,F,NA,NA,NA,NA
ID14,1/18/2015,2,M,NA,NA,NA,NA
ID1,1/18/2015,16,sitco,NA,NA,ID20,ID20
ID1,1/18/2015,5,gmd,NA,ID6,NA,ID6
ID1,1/18/2015,1,gmd,NA,ID6,NA,ID6
ID1,1/18/2015,7,R,NA,NA,NA,NA
ID1,1/18/2015,1,M,NA,NA,NA,NA
ID12,1/20/2015,7,F,NA,NA,NA,NA
ID12,1/20/2015,4,M,NA,NA,NA,NA
ID12,1/20/2015,2,F,NA,NA,NA,NA
ID12,1/20/2015,6,ssitco,NA,NA,ID36,ID36
ID12,1/20/2015,2,R,NA,NA,NA,NA
ID12,1/20/2015,7,R,NA,NA,NA,NA
ID12,1/20/2015,1,sitco,NA,NA,ID36,ID36
ID12,1/20/2015,1,gm,ID36,NA,NA,ID36
ID10,1/20/2015,1,F,NA,NA,NA,NA
ID10,1/20/2015,11,R,NA,NA,NA,NA
ID10,1/20/2015,10,M,NA,NA,NA,NA
ID10,1/20/2015,1,R,NA,NA,NA,NA
ID10,1/20/2015,4,gm,ID1,NA,NA,ID1
ID10,1/20/2015,3,R,NA,NA,NA,NA
ID16,1/20/2015,19,R,NA,NA,NA,NA
ID16,1/20/2015,8,gmd,NA,ID19,NA,ID19
ID16,1/20/2015,3,gm,ID19,NA,NA,ID19
ID18,1/20/2015,3,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,1,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,1,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,2,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,4,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,3,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,2,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,4,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,1,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,1,sitco,NA,NA,ID37,ID37
ID18,1/20/2015,4,F/sitco,NA,NA,ID37,ID37
ID18,1/20/2015,4,F/sitco,NA,NA,ID37,ID37
ID11,1/20/2015,6,F,NA,NA,NA,NA
ID11,1/20/2015,8,M,NA,NA,NA,NA
ID11,1/20/2015,6,F,NA,NA,NA,NA
ID11,1/20/2015,5,F,NA,NA,NA,NA
ID11,1/20/2015,3,F,NA,NA,NA,NA
ID11,1/20/2015,1,F,NA,NA,NA,NA
ID11,1/20/2015,1,F,NA,NA,NA,NA
ID17,1/20/2015,4,F,NA,NA,NA,NA
ID17,1/20/2015,24,R,NA,NA,NA,NA
ID17,1/20/2015,1,F,NA,NA,NA,NA
ID17,1/20/2015,1,M,NA,NA,NA,NA
ID13,1/20/2015,17,sitco,NA,NA,ID43,ID43
ID13,1/20/2015,6,M,NA,NA,NA,NA
ID13,1/20/2015,1,gmd/sitco,NA,ID34,ID43,"ID34, ID43"
ID13,1/20/2015,1,F/sitco,NA,NA,ID43,ID43
ID13,1/20/2015,2,gm/sitco,ID34,NA,ID43,"ID34, ID43"
ID13,1/20/2015,1,gm/sitco,ID34,NA,ID43,"ID34, ID43"
ID13,1/20/2015,2,sitco,NA,NA,ID43,ID43
ID6,1/21/2015,5,F,NA,NA,NA,NA
ID6,1/21/2015,10,M,NA,NA,NA,NA
ID6,1/21/2015,15,R,NA,NA,NA,NA
ID14,1/21/2015,5,F,NA,NA,NA,NA
ID14,1/21/2015,8,M,NA,NA,NA,NA
ID14,1/21/2015,10,R,NA,NA,NA,NA
ID14,1/21/2015,4,F,NA,NA,NA,NA
ID14,1/21/2015,3,F,NA,NA,NA,NA
ID9,1/21/2015,8,M,NA,NA,NA,NA
ID9,1/21/2015,10,R,NA,NA,NA,NA
ID9,1/21/2015,2,F,NA,NA,NA,NA
ID9,1/21/2015,8,F,NA,NA,NA,NA
ID9,1/21/2015,2,F,NA,NA,NA,NA
ID15,1/21/2015,15,R,NA,NA,NA,NA
ID15,1/21/2015,8,M,NA,NA,NA,NA
ID15,1/21/2015,7,F,NA,NA,NA,NA
ID8,1/21/2015,3,R,NA,NA,NA,NA
ID8,1/21/2015,14,R,NA,NA,NA,NA
ID8,1/21/2015,5,M,NA,NA,NA,NA
ID8,1/21/2015,3,gm,ID3,NA,NA,ID3
ID8,1/21/2015,3,gmd,NA,ID3,NA,ID3
ID8,1/21/2015,2,F,NA,NA,NA,NA
ID12,1/21/2015,1,gm,ID36,NA,NA,ID36
ID12,1/21/2015,3,gm,ID36,NA,NA,ID36
ID12,1/21/2015,4,gm,ID36,NA,NA,ID36
ID12,1/21/2015,2,R,NA,NA,NA,NA
ID12,1/21/2015,6,gmd,NA,ID6,NA,ID6
ID12,1/21/2015,2,M,NA,NA,NA,NA
ID12,1/21/2015,6,R,NA,NA,NA,NA
ID12,1/21/2015,6,F,NA,NA,NA,NA
ID7,1/21/2015,4,gm,ID44,NA,NA,ID44
ID7,1/21/2015,3,R,NA,NA,NA,NA
ID7,1/21/2015,2,M,NA,NA,NA,NA
ID7,1/21/2015,1,gm,ID43,NA,NA,ID43
ID7,1/21/2015,4,gm,ID13,NA,NA,ID13
ID7,1/21/2015,2,R,NA,NA,NA,NA
ID7,1/21/2015,6,gm,ID12,NA,NA,ID12
ID7,1/21/2015,3,gm,ID12,NA,NA,ID12
ID7,1/21/2015,4,gm,ID12,NA,NA,ID12
ID7,1/21/2015,1,R,NA,NA,NA,NA
ID5,1/21/2015,30,R,NA,NA,NA,NA
ID2,1/21/2015,15,R,NA,NA,NA,NA
ID2,1/21/2015,1,gm,ID9,NA,NA,ID9
ID2,1/21/2015,11,gmd,NA,ID9,NA,ID9
ID2,1/21/2015,3,R,NA,NA,NA,NA
ID7,1/22/2015,4,F,NA,NA,NA,NA
ID7,1/22/2015,6,M,NA,NA,NA,NA
ID7,1/22/2015,3,F,NA,NA,NA,NA
ID7,1/22/2015,6,R,NA,NA,NA,NA
ID7,1/22/2015,2,gm,ID18,NA,NA,ID18
ID7,1/22/2015,7,F,NA,NA,NA,NA
ID7,1/22/2015,1,sitco,NA,NA,ID44,ID44
ID7,1/22/2015,1,ssitco,NA,NA,ID44,ID44
ID18,1/22/2015,4,ssitco,NA,NA,ID37,ID37
ID18,1/22/2015,7,M,NA,NA,NA,NA
ID18,1/22/2015,3,ssitco,NA,NA,ID37,ID37
ID18,1/22/2015,3,gmd/ssitco,NA,ID34,ID37,"ID34, ID37"
ID18,1/22/2015,5,gmd/sitco,NA,ID34,ID37,"ID34, ID37"
ID18,1/22/2015,2,sitco,NA,NA,ID37,ID37
ID18,1/22/2015,3,gmd/sitco,NA,ID34,ID37,"ID34, ID37"
ID18,1/22/2015,3,sitco,NA,NA,ID37,ID37
ID3,1/22/2015,10,gmd,NA,ID6,NA,ID6
ID3,1/22/2015,3,gm,ID6,NA,NA,ID6
ID3,1/22/2015,9,R,NA,NA,NA,NA
ID3,1/22/2015,4,F,NA,NA,NA,NA
ID3,1/22/2015,4,M,NA,NA,NA,NA
ID12,1/22/2015,4,F,NA,NA,NA,NA
ID12,1/22/2015,11,F,NA,NA,NA,NA
ID12,1/22/2015,3,F,NA,NA,NA,NA
ID12,1/22/2015,7,F,NA,NA,NA,NA
ID12,1/22/2015,1,F,NA,NA,NA,NA
ID12,1/22/2015,3,F,NA,NA,NA,NA
ID12,1/22/2015,1,F,NA,NA,NA,NA
ID11,1/22/2015,13,F,NA,NA,NA,NA
ID11,1/22/2015,1,F,NA,NA,NA,NA
ID11,1/22/2015,3,M,NA,NA,NA,NA
ID11,1/22/2015,4,R,NA,NA,NA,NA
ID11,1/22/2015,9,F,NA,NA,NA,NA
ID8,1/22/2015,3,M,NA,NA,NA,NA
ID8,1/22/2015,1,F,NA,NA,NA,NA
ID8,1/22/2015,1,F,NA,NA,NA,NA
ID8,1/22/2015,1,F,NA,NA,NA,NA
ID8,1/22/2015,1,F,NA,NA,NA,NA
ID8,1/22/2015,13,R,NA,NA,NA,NA
ID8,1/22/2015,10,F,NA,NA,NA,NA
ID1,1/22/2015,21,sitco,NA,NA,ID20,ID20
ID1,1/22/2015,6,sitco,NA,NA,ID20,ID20
ID1,1/22/2015,1,sitco,NA,NA,"ID20, ID14","ID20, ID14"
ID1,1/22/2015,1,M,NA,NA,NA,NA
ID1,1/22/2015,1,F/sitco,NA,NA,ID20,ID20
ID17,1/22/2015,2,M,NA,NA,NA,NA
ID17,1/22/2015,2,gm,ID14,NA,NA,ID14
ID17,1/22/2015,11,R,NA,NA,NA,NA
ID17,1/22/2015,1,R,NA,NA,NA,NA
ID17,1/22/2015,9,gm,ID1,NA,NA,ID1
ID17,1/22/2015,2,R,NA,NA,NA,NA
ID17,1/22/2015,3,sitco,NA,NA,ID1,ID1
ID16,1/22/2015,5,M,NA,NA,NA,NA
ID16,1/22/2015,1,F,NA,NA,NA,NA
ID16,1/22/2015,17,F,NA,NA,NA,NA
ID16,1/22/2015,5,R,NA,NA,NA,NA
ID16,1/22/2015,2,gmd,NA,ID8,NA,ID8
ID14,1/22/2015,9,R,NA,NA,NA,NA
ID14,1/22/2015,9,sitco,NA,NA,ID45,ID45
ID14,1/22/2015,1,gm,ID45,NA,NA,ID45
ID14,1/22/2015,11,R,NA,NA,NA,NA
ID6,1/22/2015,17,sitco,NA,NA,"ID21, ID20","ID21, ID20"
ID6,1/22/2015,10,gm/sitco,ID20,NA,ID21,"ID20, ID21"
ID6,1/22/2015,1,sitco,NA,NA,ID21,ID21
ID6,1/22/2015,2,gm/sitco,ID21,NA,ID20,"ID21, ID20"
ID16,1/23/2015,11,M,NA,NA,NA,NA
ID16,1/23/2015,8,R,NA,NA,NA,NA
ID16,1/23/2015,2,F,NA,NA,NA,NA
ID16,1/23/2015,2,F,NA,NA,NA,NA
ID16,1/23/2015,3,F,NA,NA,NA,NA
ID16,1/23/2015,2,F,NA,NA,NA,NA
ID16,1/23/2015,2,F,NA,NA,NA,NA
ID7,1/23/2015,1,gm,ID19,NA,NA,ID19
ID7,1/23/2015,1,F,NA,NA,NA,NA
ID7,1/23/2015,6,M,NA,NA,NA,NA
ID7,1/23/2015,2,R,NA,NA,NA,NA
ID7,1/23/2015,2,F,NA,NA,NA,NA
ID7,1/23/2015,3,F,NA,NA,NA,NA
ID7,1/23/2015,1,F,NA,NA,NA,NA
ID7,1/23/2015,4,F,NA,NA,NA,NA
ID7,1/23/2015,1,F,NA,NA,NA,NA
ID6,1/23/2015,1,sitco,NA,NA,NA,NA
ID6,1/23/2015,16,R,NA,NA,NA,NA
ID6,1/23/2015,5,M,NA,NA,NA,NA
ID6,1/23/2015,2,F,NA,NA,NA,NA
ID6,1/23/2015,1,F,NA,NA,NA,NA
ID6,1/23/2015,2,sitco,NA,NA,ID21,ID21
ID6,1/23/2015,1,R,NA,NA,NA,NA
ID6,1/23/2015,1,sitco,NA,NA,ID16,ID16
ID6,1/23/2015,1,F,NA,NA,NA,NA
ID5,1/24/2015,11,R,NA,NA,NA,NA
ID5,1/24/2015,9,M,NA,NA,NA,NA
ID5,1/24/2015,1,R,NA,NA,NA,NA
ID5,1/24/2015,1,F,NA,NA,NA,NA
ID5,1/24/2015,2,F,NA,NA,NA,NA
ID5,1/24/2015,6,F,NA,NA,NA,NA
ID8,1/24/2015,6,F,NA,NA,NA,NA
ID8,1/24/2015,6,R,NA,NA,NA,NA
ID8,1/24/2015,1,F,NA,NA,NA,NA
ID8,1/24/2015,5,M,NA,NA,NA,NA
ID8,1/24/2015,3,F,NA,NA,NA,NA
ID8,1/24/2015,2,F,NA,NA,NA,NA
ID8,1/24/2015,1,sitco,NA,NA,ID14,ID14
ID8,1/24/2015,1,F,NA,NA,NA,NA
ID8,1/24/2015,1,F,NA,NA,NA,NA
ID8,1/24/2015,1,F,NA,NA,NA,NA
ID8,1/24/2015,1,F,NA,NA,NA,NA
ID8,1/24/2015,1,R,NA,NA,NA,NA
ID8,1/24/2015,1,F,NA,NA,NA,NA
ID14,1/24/2015,16,R,NA,NA,NA,NA
ID14,1/24/2015,2,gm,ID1,NA,NA,ID1
ID14,1/24/2015,1,F,NA,NA,NA,NA
ID14,1/24/2015,3,M,NA,NA,NA,NA
ID14,1/24/2015,2,gm,ID5,NA,NA,ID5
ID14,1/24/2015,6,R,NA,NA,NA,NA
ID9,1/24/2015,15,R,NA,NA,NA,NA
ID9,1/24/2015,3,M,NA,NA,NA,NA
ID9,1/24/2015,6,F,NA,NA,NA,NA
ID9,1/24/2015,5,F,NA,NA,NA,NA
ID9,1/24/2015,1,F,NA,NA,NA,NA
ID18,1/25/2015,18,sitco,NA,NA,ID37,ID37
ID18,1/25/2015,11,M,NA,NA,NA,NA
ID18,1/25/2015,1,R,NA,NA,NA,NA
ID1,1/25/2015,5,ssitco,NA,NA,ID20,ID20
ID1,1/25/2015,5,sitco,NA,NA,"ID20, ID37, ID18","ID20, ID37, ID18"
ID1,1/25/2015,12,M,NA,NA,NA,NA
ID1,1/25/2015,2,gmd/sitco,NA,ID18,"ID20, ID37","ID18, ID20, ID37"
ID1,1/25/2015,3,gmd/sitco,NA,ID25,ID20,"ID25, ID20"
ID1,1/25/2015,3,sitco,NA,NA,ID20,ID20
ID17,1/25/2015,11,F,NA,NA,NA,NA
ID17,1/25/2015,2,F,NA,NA,NA,NA
ID17,1/25/2015,9,R,NA,NA,NA,NA
ID17,1/25/2015,5,F,NA,NA,NA,NA
ID17,1/25/2015,3,M,NA,NA,NA,NA
ID5,1/25/2015,9,M,NA,NA,NA,NA
ID5,1/25/2015,7,R,NA,NA,NA,NA
ID5,1/25/2015,7,F,NA,NA,NA,NA
ID5,1/25/2015,3,F,NA,NA,NA,NA
ID5,1/25/2015,3,F,NA,NA,NA,NA
ID5,1/25/2015,1,F,NA,NA,NA,NA
ID12,1/25/2015,8,R,NA,NA,NA,NA
ID12,1/25/2015,10,F,NA,NA,NA,NA
ID12,1/25/2015,5,F,NA,NA,NA,NA
ID12,1/25/2015,5,M,NA,NA,NA,NA
ID12,1/25/2015,1,pw,NA,NA,NA,NA
ID12,1/25/2015,1,gm,ID21,NA,NA,ID21
ID16,1/25/2015,1,F,NA,NA,NA,NA
ID16,1/25/2015,4,R,NA,NA,NA,NA
ID16,1/25/2015,25,F,NA,NA,NA,NA
ID3,1/25/2015,6,F,NA,NA,NA,NA
ID3,1/25/2015,1,F,NA,NA,NA,NA
ID3,1/25/2015,7,R,NA,NA,NA,NA
ID3,1/25/2015,4,F,NA,NA,NA,NA
ID3,1/25/2015,2,M,NA,NA,NA,NA
ID3,1/25/2015,4,gm,ID23,NA,NA,ID23
ID3,1/25/2015,4,sitco,NA,NA,ID23,ID23
ID3,1/25/2015,2,sitco,NA,NA,"ID29, ID23","ID29, ID23"
ID13,1/25/2015,9,M,NA,NA,NA,NA
ID13,1/25/2015,1,R,NA,NA,NA,NA
ID13,1/25/2015,5,gmd/sitco,NA,ID14,ID43,"ID14, ID43"
ID13,1/25/2015,2,sitco,NA,NA,ID43,ID43
ID13,1/25/2015,2,F/sitco,NA,NA,ID43,ID43
ID13,1/25/2015,6,gmd/sitco,NA,ID35,"ID43, ID1, ID20","ID35, ID43, ID1, ID20"
ID13,1/25/2015,5,gmd/sitco,NA,ID14,ID43,"ID14, ID43"
ID2,1/25/2015,6,M,NA,NA,NA,NA
ID2,1/25/2015,6,F,NA,NA,NA,NA
ID2,1/25/2015,5,F,NA,NA,NA,NA
ID2,1/25/2015,1,R,NA,NA,NA,NA
ID2,1/25/2015,2,F,NA,NA,NA,NA
ID2,1/25/2015,10,F,NA,NA,NA,NA
ID11,1/25/2015,2,F,NA,NA,NA,NA
ID11,1/25/2015,13,F,NA,NA,NA,NA
ID11,1/25/2015,9,M,NA,NA,NA,NA
ID11,1/25/2015,1,ssitco,NA,NA,ID45,ID45
ID11,1/25/2015,3,gmd/sitco,NA,ID35,ID45,"ID35, ID45"
ID11,1/25/2015,2,R,NA,NA,NA,NA
ID15,1/26/2015,19,R,NA,NA,NA,NA
ID15,1/26/2015,8,gm,ID41,NA,NA,ID41
ID15,1/26/2015,3,gmd,NA,ID41,NA,ID41
